,frog,bird,dog,car,step,murmullo
8245,"[[104 0.5 -87]
 [101 0.5 -172]
 [146 0.5 -75]]","[[171 4.5 -82]
 [113 4.5 -92]
 [217 4.5 -59]]",[[241 0.5 -235]],[],[],[]
8246,"[[127 0.5 -75]
 [111 0.5 -111]
 [99 0.5 -133]]","[[131 15.5 -128]
 [52 15.5 -182]]",[[15 0.5 -244]],[],[],[[227 1.5 -228]]
8247,"[[121 0.5 -138]
 [142 0.5 -148]
 [95 0.5 -115]]","[[135 17.5 -108]
 [63 17.5 -185]]",[[2 0.5 -3]],[],[],[]
8248,"[[100 0.5 -174]
 [156 0.5 -83]
 [93 0.5 -94]
 [150 0.5 -112]]","[[158 5.5 -80]
 [155 5.5 -130]
 [71 5.5 -217]]",[],[],[],[]
8249,"[[102 0.5 -106]
 [97 0.5 -142]]",[[174 8.5 -102]],[],[[23 1.0 -233]],[[32 0.5 -36]],[]
8250,"[[142 0.5 -140]
 [128 0.5 -123]
 [82 0.5 -133]
 [127 0.5 -115]]",[[121 13.5 -140]],[],[],[],[]
8251,"[[160 0.5 -91]
 [96 0.5 -95]]","[[128 15.5 -80]
 [130 15.5 -173]]",[[230 0.5 -12]],[[226 1.0 -243]],[],[]
8252,"[[117 0.5 -81]
 [153 0.5 -101]
 [113 0.5 -102]]","[[112 13.5 -77]
 [151 13.5 -101]
 [130 13.5 -112]
 [62 13.5 -201]]",[[239 0.5 -238]],[],[],[]
8253,"[[166 0.5 -96]
 [143 0.5 -112]]","[[106 10.5 -134]
 [108 10.5 -76]
 [157 10.5 -81]
 [27 10.5 -34]]",[],[],[],[]
8254,"[[93 0.5 -122]
 [141 0.5 -85]
 [120 0.5 -141]]",[[96 1.5 -123]],[],[],[],[]
8255,"[[121 0.5 -166]
 [142 0.5 -137]
 [138 0.5 -152]
 [34 0.5 -62]]","[[140 13.5 -108]
 [121 13.5 -104]
 [162 13.5 -166]
 [195 13.5 -70]]",[[233 0.5 -6]],[],[[199 0.5 -68]],[]
8256,"[[174 0.5 -103]
 [172 0.5 -148]
 [103 0.5 -137]
 [217 0.5 -184]]","[[137 4.5 -155]
 [8 4.5 -12]]",[[233 0.5 -241]],[],[],[]
8257,"[[141 0.5 -122]
 [157 0.5 -81]
 [78 0.5 -165]]","[[158 10.5 -97]
 [128 10.5 -90]
 [166 10.5 -80]]",[[10 0.5 -246]],[],[],[]
8258,"[[173 0.5 -93]
 [79 0.5 -79]]","[[75 13.5 -95]
 [188 13.5 -68]]",[],[],[],[]
8259,"[[122 0.5 -141]
 [156 0.5 -119]]","[[92 19.5 -144]
 [203 19.5 -50]]",[],[],[],[]
8260,"[[136 0.5 -146]
 [80 0.5 -127]
 [95 0.5 -168]]","[[96 13.5 -145]
 [198 13.5 -188]]",[],[],[],[]
8261,"[[136 0.5 -142]
 [91 0.5 -77]
 [142 0.5 -160]
 [89 0.5 -153]]","[[82 19.5 -153]
 [47 19.5 -186]]",[],[],[],[]
8262,"[[158 0.5 -106]
 [129 0.5 -146]
 [95 0.5 -81]]","[[134 5.5 -159]
 [111 5.5 -107]
 [131 5.5 -148]
 [54 5.5 -198]]",[],[],[],[]
8263,"[[105 0.5 -76]
 [146 0.5 -80]
 [70 0.5 -27]]","[[76 11.5 -156]
 [30 11.5 -201]
 [246 11.5 -236]]",[],[],[],[[228 1.5 -236]]
8264,"[[116 0.5 -115]
 [164 0.5 -134]]","[[108 15.5 -113]
 [52 15.5 -26]]",[[245 0.5 -2]],[],[],[]
8265,"[[162 0.5 -149]
 [174 0.5 -129]
 [100 0.5 -158]]","[[154 12.5 -171]
 [37 12.5 -181]]",[],[],[],[]
8266,"[[109 0.5 -117]
 [75 0.5 -168]]","[[82 4.5 -90]
 [177 4.5 -49]
 [8 4.5 -8]]",[[226 0.5 -237]],[],[],[]
8267,"[[79 0.5 -98]
 [94 0.5 -114]
 [121 0.5 -97]]","[[173 0.5 -96]
 [113 0.5 -138]
 [174 0.5 -100]]",[],[[234 1.0 -234]],[],[]
8268,"[[143 0.5 -88]
 [123 0.5 -122]]","[[87 6.5 -172]
 [90 6.5 -173]
 [217 6.5 -49]]",[],[],[],[]
8269,"[[91 0.5 -102]
 [92 0.5 -137]]","[[159 5.5 -147]
 [94 5.5 -87]]",[],[],[],[]
8270,"[[116 0.5 -104]
 [162 0.5 -166]]","[[141 17.5 -117]
 [93 17.5 -117]
 [45 17.5 -195]
 [236 17.5 -227]]",[],[],[[226 0.5 -20]],[]
8271,"[[79 0.5 -134]
 [100 0.5 -149]
 [103 0.5 -119]
 [128 0.5 -132]]","[[140 9.5 -115]
 [169 9.5 -130]
 [188 9.5 -28]]",[],[],[],[]
8272,"[[76 0.5 -110]
 [84 0.5 -98]
 [95 0.5 -138]]","[[103 14.5 -114]
 [216 14.5 -210]]",[],[],[],[]
8273,"[[164 0.5 -105]
 [108 0.5 -146]
 [133 0.5 -145]
 [169 0.5 -146]]","[[111 5.5 -156]
 [74 5.5 -35]]",[],[[230 1.0 -15]],[],[]
8274,"[[76 0.5 -94]
 [142 0.5 -76]
 [93 0.5 -172]]","[[116 7.5 -85]
 [162 7.5 -135]]",[],[],[],[]
8275,"[[141 0.5 -158]
 [165 0.5 -92]
 [143 0.5 -166]]","[[94 13.5 -79]
 [44 13.5 -207]]",[[19 0.5 -1]],[],[],[[230 1.5 0]]
8276,"[[132 0.5 -95]
 [77 0.5 -171]
 [81 0.5 -138]]",[[154 0.5 -160]],[],[],[],[]
8277,"[[89 0.5 -170]
 [114 0.5 -155]]","[[77 15.5 -112]
 [108 15.5 -114]
 [144 15.5 -112]]",[[242 0.5 -22]],[],[],[]
8278,"[[155 0.5 -93]
 [104 0.5 -111]
 [86 0.5 -86]
 [87 0.5 -87]]",[[90 8.5 -76]],"[[203 0.5 -204]
 [23 0.5 -236]]",[],[],[]
8279,"[[97 0.5 -141]
 [139 0.5 -86]]","[[109 2.5 -139]
 [133 2.5 -80]
 [209 2.5 -183]]",[],[],[],[]
8280,"[[102 0.5 -173]
 [98 0.5 -121]]","[[104 19.5 -127]
 [101 19.5 -110]
 [58 19.5 -37]]",[],[],[],[]
8281,"[[87 0.5 -165]
 [86 0.5 -95]
 [158 0.5 -93]
 [133 0.5 -142]]","[[95 11.5 -76]
 [112 11.5 -129]
 [207 11.5 -34]]",[[17 0.5 -234]],[],[],[]
8282,"[[167 0.5 -111]
 [169 0.5 -99]
 [47 0.5 -219]]","[[89 18.5 -153]
 [142 18.5 -94]
 [169 18.5 -147]
 [201 18.5 -70]]",[],[],[],[[177 1.5 -197]]
8283,"[[142 0.5 -95]
 [138 0.5 -136]]","[[102 10.5 -101]
 [85 10.5 -115]
 [223 10.5 -48]]",[[6 0.5 -9]],[],[],[]
8284,"[[84 0.5 -119]
 [156 0.5 -157]
 [122 0.5 -122]]","[[146 8.5 -139]
 [197 8.5 -39]]",[[232 0.5 -227]],[],[],[]
8285,"[[140 0.5 -121]
 [98 0.5 -174]
 [84 0.5 -163]
 [98 0.5 -92]
 [63 0.5 -48]]","[[121 8.5 -97]
 [208 8.5 -67]]",[],[],[],[]
8286,"[[107 0.5 -134]
 [149 0.5 -140]
 [112 0.5 -170]]",[[142 11.5 -134]],[[187 0.5 -210]],[],[[64 0.5 -61]],[]
8287,"[[92 0.5 -161]
 [155 0.5 -121]
 [160 0.5 -155]]","[[116 17.5 -154]
 [168 17.5 -133]]",[],[],[[184 0.5 -29]],[[187 1.5 -46]]
8288,"[[131 0.5 -136]
 [81 0.5 -89]
 [142 0.5 -174]
 [118 0.5 -153]]","[[171 6.5 -98]
 [167 6.5 -85]]","[[38 0.5 -66]
 [244 0.5 -1]]",[],[],[]
8289,"[[82 0.5 -168]
 [166 0.5 -76]
 [76 0.5 -133]
 [156 0.5 -114]]","[[122 12.5 -127]
 [91 12.5 -108]]",[],[],[],[]
8290,"[[134 0.5 -107]
 [133 0.5 -135]
 [156 0.5 -89]]","[[122 7.5 -160]
 [84 7.5 -79]]",[],[],[],[]
8291,"[[123 0.5 -128]
 [98 0.5 -112]
 [93 0.5 -154]
 [161 0.5 -89]]","[[134 7.5 -80]
 [193 7.5 -188]]",[],[],[],[]
8292,"[[146 0.5 -118]
 [147 0.5 -84]
 [111 0.5 -98]]","[[160 1.5 -172]
 [131 1.5 -170]
 [207 1.5 -182]]",[[14 0.5 -21]],[],[],[]
8293,"[[150 0.5 -128]
 [118 0.5 -101]
 [115 0.5 -77]]","[[148 7.5 -97]
 [75 7.5 -157]
 [121 7.5 -165]
 [62 7.5 -57]
 [232 7.5 -227]]",[],[[17 1.0 -248]],[],"[[196 1.5 -64]
 [11 1.5 -24]]"
8294,"[[120 0.5 -164]
 [86 0.5 -142]]","[[118 5.5 -75]
 [118 5.5 -80]
 [168 5.5 -114]]",[],[],[],[]
8295,"[[129 0.5 -142]
 [75 0.5 -81]
 [93 0.5 -92]]",[[146 11.5 -153]],[[8 0.5 -22]],[[4 1.0 -247]],[],[]
8296,"[[91 0.5 -171]
 [84 0.5 -156]]","[[134 12.5 -171]
 [118 12.5 -114]]",[[227 0.5 -236]],[],[],[[234 1.5 -18]]
8297,"[[100 0.5 -156]
 [153 0.5 -140]
 [101 0.5 -130]
 [165 0.5 -91]]","[[174 11.5 -119]
 [123 11.5 -174]
 [35 11.5 -45]]",[],[],[],[]
8298,"[[171 0.5 -77]
 [116 0.5 -173]]","[[138 2.5 -123]
 [114 2.5 -92]
 [84 2.5 -148]
 [187 2.5 -176]]",[],[],[[209 0.5 -178]],[]
8299,"[[134 0.5 -140]
 [168 0.5 -141]
 [100 0.5 -161]
 [153 0.5 -137]]","[[122 17.5 -75]
 [87 17.5 -83]]",[],[],[],[]
8300,"[[127 0.5 -128]
 [154 0.5 -151]
 [85 0.5 -77]]","[[163 5.5 -113]
 [173 5.5 -130]
 [44 5.5 -198]]",[],[],[],[]
8301,"[[173 0.5 -160]
 [76 0.5 -113]]","[[145 11.5 -132]
 [83 11.5 -99]
 [155 11.5 -115]]",[],[],[],[]
8302,"[[102 0.5 -97]
 [167 0.5 -140]]","[[92 17.5 -78]
 [200 17.5 -191]]",[[44 0.5 -178]],[],[],[[239 1.5 -4]]
8303,"[[86 0.5 -122]
 [160 0.5 -161]]","[[156 14.5 -92]
 [150 14.5 -172]
 [26 14.5 -206]]",[[220 0.5 -201]],[],[],[]
8304,"[[112 0.5 -105]
 [159 0.5 -154]]",[[147 10.5 -116]],[[235 0.5 -5]],[[8 1.0 -9]],[],[[36 1.5 -28]]
8305,"[[143 0.5 -76]
 [169 0.5 -77]]","[[120 2.5 -105]
 [168 2.5 -123]
 [173 2.5 -100]]",[[10 0.5 -235]],[],[],[]
8306,"[[100 0.5 -142]
 [108 0.5 -132]
 [122 0.5 -163]
 [90 0.5 -107]]",[[88 6.5 -132]],[],[],[[227 0.5 -234]],[]
8307,"[[147 0.5 -82]
 [161 0.5 -157]
 [139 0.5 -137]]","[[107 11.5 -132]
 [112 11.5 -136]
 [211 11.5 -47]]",[[247 0.5 -10]],[],[],[]
8308,"[[100 0.5 -144]
 [95 0.5 -151]]","[[113 8.5 -127]
 [80 8.5 -107]
 [88 8.5 -83]]",[[226 0.5 -15]],[],[[38 0.5 -219]],[[20 1.5 -229]]
8309,"[[120 0.5 -91]
 [140 0.5 -100]
 [148 0.5 -142]]","[[114 15.5 -95]
 [155 15.5 -80]
 [193 15.5 -54]]",[],[],[],[]
8310,"[[91 0.5 -81]
 [160 0.5 -127]
 [142 0.5 -91]]","[[174 17.5 -110]
 [39 17.5 -38]
 [13 17.5 -238]]",[],[],[],[]
8311,"[[137 0.5 -112]
 [167 0.5 -134]
 [105 0.5 -122]]","[[154 14.5 -92]
 [195 14.5 -183]]",[[226 0.5 -248]],[],[[236 0.5 -7]],[]
8312,"[[164 0.5 -159]
 [108 0.5 -93]
 [166 0.5 -143]]","[[116 5.5 -168]
 [216 5.5 -219]]","[[192 0.5 -57]
 [14 0.5 -245]]",[],[],[]
8313,"[[172 0.5 -113]
 [75 0.5 -122]]",[[128 1.5 -147]],[[66 0.5 -74]],[],[],[]
8314,"[[167 0.5 -107]
 [99 0.5 -142]]",[[89 4.5 -83]],[[21 0.5 -243]],[],[],[]
8315,"[[80 0.5 -112]
 [104 0.5 -122]
 [108 0.5 -136]]","[[152 7.5 -150]
 [95 7.5 -135]
 [79 7.5 -99]
 [204 7.5 -189]]",[],[],[],[]
8316,"[[128 0.5 -77]
 [170 0.5 -100]]",[[149 17.5 -134]],[],[],[],[]
8317,"[[95 0.5 -77]
 [107 0.5 -76]
 [191 0.5 -60]]","[[85 9.5 -86]
 [145 9.5 -97]]",[],[],[[36 0.5 -190]],[]
8318,"[[107 0.5 -144]
 [148 0.5 -116]]","[[133 3.5 -107]
 [117 3.5 -84]
 [54 3.5 -181]
 [241 3.5 -239]]",[[22 0.5 -19]],[],[],[]
8319,"[[104 0.5 -128]
 [150 0.5 -135]
 [110 0.5 -173]]",[[134 19.5 -142]],[[238 0.5 -227]],[],[],[[228 1.5 -227]]
8320,"[[91 0.5 -159]
 [148 0.5 -87]
 [144 0.5 -91]
 [94 0.5 -142]
 [55 0.5 -51]]",[[164 2.5 -107]],[[16 0.5 -9]],[],[],[]
8321,"[[119 0.5 -111]
 [114 0.5 -154]
 [159 0.5 -156]
 [183 0.5 -43]]","[[81 11.5 -139]
 [91 11.5 -78]]",[[216 0.5 -74]],[],[],[]
8322,"[[80 0.5 -134]
 [105 0.5 -156]]","[[123 10.5 -172]
 [29 10.5 -219]]",[[8 0.5 -15]],[],[],[]
8323,"[[117 0.5 -121]
 [96 0.5 -127]
 [115 0.5 -128]]","[[172 19.5 -123]
 [176 19.5 -70]]",[],[],[],[]
8324,"[[137 0.5 -98]
 [158 0.5 -166]
 [79 0.5 -91]]","[[76 4.5 -121]
 [205 4.5 -55]]",[[15 0.5 -13]],[],[],[]
8325,"[[79 0.5 -149]
 [122 0.5 -147]
 [133 0.5 -76]
 [92 0.5 -146]]","[[171 13.5 -120]
 [82 13.5 -162]
 [92 13.5 -86]]","[[72 0.5 -214]
 [14 0.5 -238]]",[],[],[[65 1.5 -218]]
8326,"[[156 0.5 -167]
 [156 0.5 -153]]","[[145 8.5 -161]
 [145 8.5 -94]]",[],[],[[224 0.5 -71]],[]
8327,"[[110 0.5 -77]
 [156 0.5 -159]]","[[113 17.5 -144]
 [25 17.5 -219]]",[],[],[],[[246 1.5 -10]]
8328,"[[104 0.5 -79]
 [155 0.5 -100]
 [120 0.5 -155]
 [132 0.5 -98]]","[[133 1.5 -102]
 [154 1.5 -89]]",[],[],[],[]
8329,"[[105 0.5 -150]
 [111 0.5 -123]]","[[145 0.5 -170]
 [187 0.5 -30]]",[],[],[],[]
8330,"[[110 0.5 -163]
 [161 0.5 -92]]","[[145 1.5 -167]
 [120 1.5 -113]
 [62 1.5 -192]]",[],[],[],[]
8331,"[[122 0.5 -88]
 [135 0.5 -122]]","[[153 10.5 -162]
 [114 10.5 -105]]",[[243 0.5 -236]],[],[],[]
8332,"[[158 0.5 -136]
 [143 0.5 -135]]","[[94 7.5 -79]
 [168 7.5 -164]
 [50 7.5 -50]]",[[226 0.5 -227]],[],[[219 0.5 -71]],[]
8333,"[[137 0.5 -169]
 [144 0.5 -140]
 [119 0.5 -139]]","[[102 16.5 -121]
 [77 16.5 -109]]",[],[],[],[]
8334,"[[88 0.5 -105]
 [140 0.5 -146]
 [165 0.5 -111]]",[[142 17.5 -97]],[],[],[[204 0.5 -27]],[]
8335,"[[97 0.5 -115]
 [80 0.5 -79]
 [170 0.5 -158]]","[[128 6.5 -79]
 [103 6.5 -92]
 [168 6.5 -143]]",[],[],[],[]
8336,"[[135 0.5 -161]
 [76 0.5 -158]
 [107 0.5 -161]
 [97 0.5 -172]]","[[110 7.5 -130]
 [216 7.5 -220]]",[],[],[[248 0.5 -11]],[]
8337,"[[159 0.5 -111]
 [167 0.5 -127]
 [160 0.5 -139]]","[[119 5.5 -107]
 [201 5.5 -28]]",[],[],[],[]
8338,"[[110 0.5 -108]
 [148 0.5 -92]]","[[142 16.5 -102]
 [144 16.5 -118]
 [158 16.5 -96]]",[],[],[],[]
8339,"[[144 0.5 -84]
 [139 0.5 -95]]",[[155 13.5 -92]],[[242 0.5 -20]],[],[],[]
8340,"[[148 0.5 -173]
 [144 0.5 -136]
 [120 0.5 -144]
 [170 0.5 -167]]","[[119 12.5 -158]
 [159 12.5 -150]
 [137 12.5 -162]
 [60 12.5 -209]]",[],[],[[198 0.5 -47]],[]
8341,"[[84 0.5 -88]
 [75 0.5 -77]
 [107 0.5 -114]
 [48 0.5 -49]]","[[159 8.5 -102]
 [118 8.5 -81]
 [110 8.5 -156]]",[[23 0.5 -16]],[],[],[]
8342,"[[171 0.5 -165]
 [170 0.5 -141]]",[[171 8.5 -143]],[[246 0.5 0]],[[239 1.0 -15]],[],[]
8343,"[[170 0.5 -120]
 [171 0.5 -168]]","[[156 17.5 -159]
 [94 17.5 -171]
 [140 17.5 -151]
 [223 17.5 -193]]",[],[],[],[]
8344,"[[155 0.5 -116]
 [146 0.5 -142]]","[[96 13.5 -110]
 [97 13.5 -149]
 [179 13.5 -210]]",[],[],[],"[[194 1.5 -34]
 [19 1.5 -236]]"
8345,"[[150 0.5 -148]
 [151 0.5 -106]
 [82 0.5 -78]]",[[115 17.5 -131]],[[233 0.5 0]],[],[],[]
8346,"[[136 0.5 -75]
 [89 0.5 -168]]","[[147 6.5 -159]
 [68 6.5 -194]]",[[235 0.5 -6]],[],[],[]
8347,"[[147 0.5 -99]
 [123 0.5 -86]
 [96 0.5 -146]
 [172 0.5 -127]]",[[84 10.5 -121]],[],[],[],[]
8348,"[[166 0.5 -118]
 [81 0.5 -83]
 [148 0.5 -149]
 [93 0.5 -100]]","[[120 16.5 -147]
 [81 16.5 -93]]","[[30 0.5 -220]
 [237 0.5 -20]]",[],[],[]
8349,"[[83 0.5 -103]
 [80 0.5 -169]
 [129 0.5 -117]]","[[100 5.5 -155]
 [163 5.5 -119]
 [30 5.5 -185]]",[],[],[],[]
8350,"[[105 0.5 -143]
 [137 0.5 -120]
 [170 0.5 -118]]","[[174 8.5 -100]
 [160 8.5 -77]
 [76 8.5 -141]
 [184 8.5 -219]]",[],[],[],[[41 1.5 -27]]
8351,"[[92 0.5 -161]
 [167 0.5 -157]
 [167 0.5 -127]]","[[77 7.5 -169]
 [168 7.5 -111]
 [159 7.5 -145]
 [222 7.5 -40]]","[[33 0.5 -68]
 [1 0.5 -11]]",[],[],[]
8352,"[[82 0.5 -130]
 [162 0.5 -89]]","[[84 4.5 -82]
 [107 4.5 -97]
 [80 4.5 -143]]",[],[],[],[]
8353,"[[157 0.5 -147]
 [84 0.5 -83]
 [77 0.5 -117]]",[[130 19.5 -85]],[[248 0.5 -10]],[],[],[]
8354,"[[93 0.5 -149]
 [162 0.5 -167]
 [135 0.5 -94]]","[[151 15.5 -90]
 [77 15.5 -129]
 [182 15.5 -180]]",[],[],[],[]
8355,"[[118 0.5 -171]
 [76 0.5 -99]]","[[119 11.5 -137]
 [156 11.5 -139]]",[],[],[[227 0.5 -229]],[]
8356,"[[131 0.5 -123]
 [121 0.5 -78]]",[[149 16.5 -111]],[[245 0.5 -9]],[],[],[]
8357,"[[103 0.5 -132]
 [123 0.5 -78]
 [116 0.5 -157]]",[[101 8.5 -174]],[[23 0.5 -230]],[],[[190 0.5 -70]],[]
8358,"[[134 0.5 -113]
 [93 0.5 -135]
 [90 0.5 -82]
 [79 0.5 -160]]","[[93 0.5 -170]
 [242 0.5 -5]]",[],[],[],[]
8359,"[[160 0.5 -75]
 [98 0.5 -108]]",[[130 1.5 -87]],[],[],[],[]
8360,"[[81 0.5 -96]
 [94 0.5 -171]]","[[163 19.5 -113]
 [21 19.5 -228]]",[[52 0.5 -74]],[],[[248 0.5 -10]],[[248 1.5 -248]]
8361,"[[156 0.5 -168]
 [152 0.5 -77]
 [119 0.5 -167]]","[[157 5.5 -96]
 [122 5.5 -112]
 [163 5.5 -86]]",[[207 0.5 -198]],[[238 1.0 -16]],[],[]
8362,"[[170 0.5 -104]
 [162 0.5 -81]
 [93 0.5 -107]]","[[102 2.5 -168]
 [103 2.5 -133]
 [102 2.5 -104]
 [207 2.5 -181]]",[],[],[[10 0.5 -11]],[]
8363,"[[111 0.5 -144]
 [160 0.5 -95]]",[[143 3.5 -120]],[],[],[],[]
8364,"[[174 0.5 -142]
 [119 0.5 -79]
 [104 0.5 -85]]","[[109 13.5 -142]
 [214 13.5 -50]]",[],[],[],[]
8365,"[[164 0.5 -162]
 [138 0.5 -97]]",[[76 19.5 -173]],[],[],[],[]
8366,"[[156 0.5 -100]
 [127 0.5 -139]
 [158 0.5 -121]
 [141 0.5 -110]]","[[169 17.5 -144]
 [86 17.5 -157]
 [152 17.5 -101]
 [4 17.5 -249]]",[],[],[[21 0.5 -12]],[[26 1.5 -56]]
8367,"[[95 0.5 -134]
 [91 0.5 -88]]","[[79 19.5 -148]
 [179 19.5 -183]]",[],[],[],[]
8368,"[[141 0.5 -130]
 [116 0.5 -90]
 [107 0.5 -171]
 [94 0.5 -93]]","[[148 15.5 -174]
 [88 15.5 -115]
 [120 15.5 -168]
 [189 15.5 -211]]",[[7 0.5 -241]],[],[],[]
8369,"[[120 0.5 -131]
 [91 0.5 -82]]","[[144 15.5 -91]
 [152 15.5 -165]]",[],[[248 1.0 -236]],[],[]
8370,"[[80 0.5 -98]
 [161 0.5 -110]
 [58 0.5 -36]]","[[160 19.5 -96]
 [95 19.5 -107]
 [174 19.5 -75]
 [203 19.5 -213]]",[[13 0.5 -19]],[],[],[]
8371,"[[103 0.5 -147]
 [147 0.5 -141]
 [134 0.5 -108]]","[[96 17.5 -101]
 [122 17.5 -82]
 [162 17.5 -105]
 [30 17.5 -176]
 [2 17.5 0]]",[],[],[],[]
8372,"[[163 0.5 -109]
 [90 0.5 -156]]","[[107 4.5 -134]
 [159 4.5 -120]
 [211 4.5 -180]]",[],[],[],[]
8373,"[[108 0.5 -89]
 [94 0.5 -112]
 [105 0.5 -139]
 [152 0.5 -172]]","[[122 18.5 -91]
 [72 18.5 -58]]",[],[],[],[]
8374,"[[103 0.5 -110]
 [150 0.5 -135]]","[[130 7.5 -166]
 [25 7.5 -42]]",[],[],[],[]
8375,"[[112 0.5 -103]
 [92 0.5 -130]]","[[160 14.5 -118]
 [114 14.5 -167]]",[],[],[],[]
8376,"[[162 0.5 -150]
 [101 0.5 -114]
 [92 0.5 -121]]","[[153 18.5 -145]
 [85 18.5 -134]
 [121 18.5 -161]]",[],[],[],[[236 1.5 -229]]
8377,"[[99 0.5 -100]
 [101 0.5 -88]
 [174 0.5 -145]]",[[115 6.5 -136]],[],[],[],[]
8378,"[[77 0.5 -104]
 [133 0.5 -172]
 [86 0.5 -86]]","[[140 12.5 -133]
 [131 12.5 -136]]",[],[],[],[]
8379,"[[89 0.5 -166]
 [151 0.5 -159]]","[[86 12.5 -132]
 [123 12.5 -95]
 [219 12.5 -185]]",[[239 0.5 -18]],[],[],[]
8380,"[[153 0.5 -113]
 [111 0.5 -140]
 [68 0.5 -195]]","[[162 19.5 -103]
 [112 19.5 -172]
 [213 19.5 -216]]",[[14 0.5 -236]],[],[],[]
8381,"[[145 0.5 -138]
 [146 0.5 -98]
 [165 0.5 -152]]",[[113 12.5 -166]],[],[],[],[]
8382,"[[150 0.5 -174]
 [109 0.5 -93]]","[[171 8.5 -78]
 [149 8.5 -106]
 [50 8.5 -40]]",[],[],[[213 0.5 -47]],[]
8383,"[[109 0.5 -132]
 [150 0.5 -91]
 [127 0.5 -147]
 [86 0.5 -164]]","[[129 19.5 -151]
 [166 19.5 -170]
 [111 19.5 -159]]",[],[],[],[]
8384,"[[155 0.5 -109]
 [128 0.5 -166]
 [132 0.5 -85]]","[[153 18.5 -96]
 [82 18.5 -87]
 [120 18.5 -101]]",[],[],[],[]
8385,"[[151 0.5 -130]
 [143 0.5 -120]
 [79 0.5 -102]
 [128 0.5 -103]]","[[84 13.5 -103]
 [173 13.5 -108]
 [58 13.5 -186]]",[],[],[],[[14 1.5 -24]]
8386,"[[97 0.5 -147]
 [120 0.5 -145]
 [148 0.5 -108]]","[[144 14.5 -144]
 [48 14.5 -54]
 [243 14.5 -21]]",[],[],[],[]
8387,"[[154 0.5 -94]
 [122 0.5 -130]]","[[158 17.5 -107]
 [28 17.5 -185]]",[[10 0.5 -226]],[],[],[]
8388,"[[132 0.5 -96]
 [114 0.5 -157]
 [130 0.5 -155]]","[[89 3.5 -78]
 [202 3.5 -41]]",[],[],[],[]
8389,"[[82 0.5 -173]
 [107 0.5 -117]]","[[79 2.5 -172]
 [100 2.5 -148]
 [122 2.5 -102]
 [37 2.5 -71]]",[],[],[],[]
8390,"[[82 0.5 -166]
 [170 0.5 -131]
 [145 0.5 -121]]","[[168 0.5 -170]
 [32 0.5 -187]]",[],[],[],[]
8391,"[[91 0.5 -91]
 [92 0.5 -136]
 [138 0.5 -105]
 [32 0.5 -37]]",[[115 1.5 -102]],[],[[23 1.0 -229]],[],[]
8392,"[[154 0.5 -151]
 [106 0.5 -99]]","[[171 5.5 -119]
 [64 5.5 -211]]","[[213 0.5 -200]
 [9 0.5 -248]]",[],[],[]
8393,"[[108 0.5 -85]
 [86 0.5 -154]]",[[134 11.5 -120]],[[66 0.5 -191]],[],[],[[227 1.5 -245]]
8394,"[[79 0.5 -108]
 [166 0.5 -170]
 [139 0.5 -113]]",[[150 8.5 -98]],[],[[19 1.0 -18]],[],[[219 1.5 -48]]
8395,"[[155 0.5 -141]
 [143 0.5 -110]]","[[75 15.5 -98]
 [210 15.5 -55]
 [23 15.5 -241]]",[],[],[],[]
8396,"[[165 0.5 -122]
 [136 0.5 -144]]","[[88 19.5 -169]
 [198 19.5 -186]]",[[62 0.5 -216]],[],[],[]
8397,"[[109 0.5 -103]
 [80 0.5 -78]
 [113 0.5 -162]]","[[89 15.5 -130]
 [161 15.5 -152]
 [110 15.5 -117]]",[],[],[],[]
8398,"[[113 0.5 -107]
 [150 0.5 -156]
 [145 0.5 -138]]",[[161 13.5 -161]],[],[],[],[[16 1.5 -8]]
8399,"[[75 0.5 -167]
 [164 0.5 -93]
 [143 0.5 -82]]",[[172 12.5 -78]],[[188 0.5 -187]],[],[],[]
8400,"[[109 0.5 -167]
 [130 0.5 -104]
 [116 0.5 -78]]","[[135 8.5 -109]
 [101 8.5 -117]
 [23 8.5 -10]]",[],[],[],[]
8401,"[[147 0.5 -135]
 [118 0.5 -167]
 [119 0.5 -139]]","[[166 18.5 -160]
 [76 18.5 -104]]","[[61 0.5 -60]
 [244 0.5 -1]]",[],[],[]
8402,"[[127 0.5 -155]
 [78 0.5 -132]
 [128 0.5 -137]]",[[105 5.5 -153]],[[11 0.5 -242]],[],[],[]
8403,"[[77 0.5 -103]
 [163 0.5 -106]
 [120 0.5 -170]]","[[148 14.5 -161]
 [109 14.5 -144]
 [46 14.5 -198]]",[],[],[],[]
8404,"[[84 0.5 -154]
 [88 0.5 -151]
 [172 0.5 -84]
 [27 0.5 -54]]","[[119 14.5 -171]
 [165 14.5 -123]
 [139 14.5 -99]
 [53 14.5 -69]]",[[11 0.5 -230]],[],[[22 0.5 -1]],[]
8405,"[[91 0.5 -119]
 [147 0.5 -174]
 [168 0.5 -129]
 [143 0.5 -96]]","[[122 0.5 -149]
 [96 0.5 -139]
 [71 0.5 -30]]",[],[],[],[]
8406,"[[153 0.5 -90]
 [131 0.5 -84]
 [167 0.5 -138]
 [166 0.5 -135]]","[[167 11.5 -101]
 [136 11.5 -173]
 [103 11.5 -77]
 [2 11.5 -22]]",[],[],[],[[234 1.5 -4]]
